"Date","Price","Open","High","Low","Vol.","Change %"
"30/05/2007","6,602.10","6,606.50","6,606.50","6,533.50","","-0.07%"
"29/05/2007","6,606.50","6,570.50","6,613.40","6,570.50","","0.55%"
"25/05/2007","6,570.50","6,565.40","6,575.20","6,532.50","","0.08%"
"24/05/2007","6,565.40","6,616.40","6,619.50","6,560.50","","-0.77%"
"23/05/2007","6,616.40","6,606.60","6,643.80","6,602.50","","0.15%"
"22/05/2007","6,606.60","6,636.80","6,641.90","6,594.60","","-0.46%"
"21/05/2007","6,636.80","6,640.90","6,675.00","6,619.40","","-0.06%"
"18/05/2007","6,640.90","6,579.30","6,656.30","6,579.10","","0.94%"
"17/05/2007","6,579.30","6,559.50","6,588.70","6,553.60","","0.30%"
"16/05/2007","6,559.50","6,568.60","6,578.60","6,539.40","","-0.14%"
"15/05/2007","6,568.60","6,555.50","6,579.00","6,532.90","","0.20%"
"14/05/2007","6,555.50","6,565.70","6,596.30","6,530.30","","-0.16%"
"11/05/2007","6,565.70","6,524.10","6,577.00","6,451.90","","0.64%"
"10/05/2007","6,524.10","6,549.60","6,565.10","6,515.00","","-0.39%"
"09/05/2007","6,549.60","6,550.40","6,592.40","6,529.00","","-0.01%"
"08/05/2007","6,550.40","6,603.70","6,603.70","6,537.50","","-0.81%"
"04/05/2007","6,603.70","6,537.80","6,614.70","6,537.80","","1.01%"
"03/05/2007","6,537.80","6,484.50","6,542.50","6,484.50","","0.82%"
"02/05/2007","6,484.50","6,419.60","6,489.00","6,419.60","","1.01%"
"01/05/2007","6,419.60","6,449.20","6,449.20","6,395.50","","-0.46%"
"30/04/2007","6,449.20","6,418.70","6,474.70","6,410.50","","0.48%"
"27/04/2007","6,418.70","6,469.40","6,469.40","6,410.60","","-0.78%"
"26/04/2007","6,469.40","6,461.90","6,511.10","6,443.70","","0.12%"
"25/04/2007","6,461.90","6,429.50","6,479.00","6,429.50","","0.50%"
"24/04/2007","6,429.50","6,479.70","6,493.10","6,408.40","","-0.77%"
"23/04/2007","6,479.70","6,486.80","6,504.50","6,466.10","","-0.11%"
"20/04/2007","6,486.80","6,440.60","6,508.90","6,440.60","","0.72%"
"19/04/2007","6,440.60","6,449.40","6,451.80","6,386.20","","-0.14%"
"18/04/2007","6,449.40","6,497.80","6,497.80","6,440.80","","-0.74%"
"17/04/2007","6,497.80","6,516.20","6,516.20","6,456.40","","-0.28%"
"16/04/2007","6,516.20","6,462.40","6,516.20","6,462.40","","0.83%"
"13/04/2007","6,462.40","6,416.40","6,462.40","6,416.40","","0.72%"
"12/04/2007","6,416.40","6,413.30","6,419.60","6,376.40","","0.05%"
"11/04/2007","6,413.30","6,417.80","6,445.90","6,401.90","","-0.07%"
"10/04/2007","6,417.80","6,397.30","6,431.70","6,394.30","","0.32%"
"05/04/2007","6,397.30","6,364.70","6,398.70","6,350.30","","0.51%"
"04/04/2007","6,364.70","6,366.10","6,380.50","6,345.90","","-0.02%"
"03/04/2007","6,366.10","6,315.50","6,366.10","6,315.50","","0.80%"
"02/04/2007","6,315.50","6,308.00","6,342.20","6,293.90","","0.12%"
"30/03/2007","6,308.00","6,324.20","6,330.00","6,291.10","","-0.26%"
"29/03/2007","6,324.20","6,267.20","6,334.70","6,267.20","","0.91%"
"28/03/2007","6,267.20","6,292.60","6,304.90","6,250.10","","-0.40%"
"27/03/2007","6,292.60","6,291.90","6,337.70","6,276.80","","0.01%"
"26/03/2007","6,291.90","6,339.40","6,355.30","6,274.10","","-0.75%"
"23/03/2007","6,339.40","6,318.00","6,350.40","6,296.60","","0.34%"
"22/03/2007","6,318.00","6,256.80","6,342.10","6,256.80","","0.98%"
"21/03/2007","6,256.80","6,220.30","6,287.50","6,207.70","","0.59%"
"20/03/2007","6,220.30","6,189.40","6,220.30","6,159.40","","0.50%"
"19/03/2007","6,189.40","6,130.60","6,200.60","6,130.60","","0.96%"
"16/03/2007","6,130.60","6,133.20","6,142.20","6,094.70","","-0.04%"
"15/03/2007","6,133.20","6,000.70","6,133.20","6,000.70","","2.21%"
"14/03/2007","6,000.70","6,161.20","6,161.20","6,000.70","","-2.61%"
"13/03/2007","6,161.20","6,233.30","6,240.70","6,161.20","","-1.16%"
"12/03/2007","6,233.30","6,245.20","6,276.30","6,219.30","","-0.19%"
"09/03/2007","6,245.20","6,227.70","6,255.80","6,190.30","","0.28%"
"08/03/2007","6,227.70","6,156.50","6,233.10","6,156.50","","1.16%"
"07/03/2007","6,156.50","6,138.50","6,167.60","6,106.10","","0.29%"
"06/03/2007","6,138.50","6,058.70","6,138.50","6,058.70","","1.32%"
"05/03/2007","6,058.70","6,116.20","6,116.20","5,989.60","","-0.94%"
"02/03/2007","6,116.20","6,116.00","6,164.40","6,085.60","","0.00%"
"01/03/2007","6,116.00","6,171.50","6,230.70","6,038.90","","-0.90%"
"28/02/2007","6,171.50","6,286.10","6,286.10","6,166.20","","-1.82%"
"27/02/2007","6,286.10","6,434.70","6,434.70","6,270.50","","-2.31%"
"26/02/2007","6,434.70","6,401.50","6,446.80","6,401.50","","0.52%"
"23/02/2007","6,401.50","6,380.90","6,401.50","6,357.10","","0.32%"
"22/02/2007","6,380.90","6,357.10","6,416.00","6,357.10","","0.37%"
"21/02/2007","6,357.10","6,412.30","6,430.40","6,352.10","","-0.86%"
"20/02/2007","6,412.30","6,444.40","6,448.10","6,392.40","","-0.50%"
"19/02/2007","6,444.40","6,419.50","6,451.40","6,419.50","","0.39%"
"16/02/2007","6,419.50","6,433.30","6,439.20","6,407.30","","-0.21%"
"15/02/2007","6,433.30","6,421.20","6,435.30","6,397.20","","0.19%"
"14/02/2007","6,421.20","6,381.80","6,421.20","6,378.60","","0.62%"
"13/02/2007","6,381.80","6,353.50","6,381.80","6,353.50","","0.45%"
"12/02/2007","6,353.50","6,382.80","6,383.10","6,344.70","","-0.46%"
"09/02/2007","6,382.80","6,346.40","6,395.40","6,346.40","","0.57%"
"08/02/2007","6,346.40","6,369.50","6,375.00","6,330.10","","-0.36%"
"07/02/2007","6,369.50","6,346.30","6,379.80","6,338.20","","0.37%"
"06/02/2007","6,346.30","6,317.90","6,369.70","6,317.90","","0.45%"
"05/02/2007","6,317.90","6,310.90","6,328.90","6,294.70","","0.11%"
"02/02/2007","6,310.90","6,282.20","6,329.00","6,282.20","","0.46%"
"01/02/2007","6,282.20","6,203.10","6,300.30","6,203.10","","1.28%"
"31/01/2007","6,203.10","6,242.00","6,257.30","6,197.50","","-0.62%"
"30/01/2007","6,242.00","6,239.90","6,250.10","6,212.50","","0.03%"
"29/01/2007","6,239.90","6,228.00","6,253.70","6,216.00","","0.19%"
"26/01/2007","6,228.00","6,269.30","6,271.40","6,226.40","","-0.66%"
"25/01/2007","6,269.30","6,314.80","6,335.10","6,262.10","","-0.72%"
"24/01/2007","6,314.80","6,227.60","6,320.90","6,227.60","","1.40%"
"23/01/2007","6,227.60","6,218.40","6,240.70","6,189.20","","0.15%"
"22/01/2007","6,218.40","6,237.20","6,270.90","6,215.80","","-0.30%"
"19/01/2007","6,237.20","6,210.30","6,243.30","6,178.00","","0.43%"
"18/01/2007","6,210.30","6,204.50","6,257.20","6,204.50","","0.09%"
"17/01/2007","6,204.50","6,215.70","6,227.00","6,163.50","","-0.18%"
"16/01/2007","6,215.70","6,263.50","6,266.40","6,206.40","","-0.76%"
"15/01/2007","6,263.50","6,239.00","6,279.70","6,239.00","","0.39%"
"12/01/2007","6,239.00","6,230.10","6,247.60","6,204.30","","0.14%"
"11/01/2007","6,230.10","6,160.70","6,233.10","6,130.20","","1.13%"
"10/01/2007","6,160.70","6,196.10","6,196.10","6,142.00","","-0.57%"
"09/01/2007","6,196.10","6,194.20","6,218.50","6,190.40","","0.03%"
"08/01/2007","6,194.20","6,220.10","6,246.00","6,187.00","","-0.42%"
"05/01/2007","6,220.10","6,287.00","6,287.00","6,220.10","","-1.06%"
"04/01/2007","6,287.00","6,319.00","6,319.00","6,261.00","","-0.51%"
"03/01/2007","6,319.00","6,310.90","6,322.00","6,296.00","","0.13%"
"02/01/2007","6,310.90","6,220.80","6,312.50","6,220.80","","1.45%"
"29/12/2006","6,220.80","6,240.90","6,245.20","6,207.60","","-0.32%"
"28/12/2006","6,240.90","6,245.20","6,258.70","6,232.30","","-0.07%"
"27/12/2006","6,245.20","6,190.00","6,248.10","6,190.00","","0.89%"
"22/12/2006","6,190.00","6,183.70","6,191.10","6,175.50","","0.10%"
"21/12/2006","6,183.70","6,198.60","6,203.50","6,171.20","","-0.24%"
"20/12/2006","6,198.60","6,203.90","6,240.10","6,197.90","","-0.09%"
"19/12/2006","6,203.90","6,247.40","6,247.40","6,192.00","","-0.70%"
"18/12/2006","6,247.40","6,260.00","6,269.10","6,240.10","","-0.20%"
"15/12/2006","6,260.00","6,228.00","6,271.40","6,228.00","","0.51%"
"14/12/2006","6,228.00","6,192.50","6,230.60","6,192.50","","0.57%"
"13/12/2006","6,192.50","6,156.40","6,196.60","6,149.40","","0.59%"
"12/12/2006","6,156.40","6,159.80","6,164.80","6,137.80","","-0.06%"
"11/12/2006","6,159.80","6,152.40","6,187.00","6,147.10","","0.12%"
"08/12/2006","6,152.40","6,131.50","6,157.10","6,106.60","","0.34%"
"07/12/2006","6,131.50","6,090.30","6,145.30","6,082.80","","0.68%"
"06/12/2006","6,090.30","6,086.40","6,105.70","6,068.10","","0.06%"
"05/12/2006","6,086.40","6,050.40","6,097.40","6,047.10","","0.60%"
"04/12/2006","6,050.40","6,021.50","6,058.10","6,019.40","","0.48%"
"01/12/2006","6,021.50","6,048.80","6,087.40","5,985.20","","-0.45%"
"30/11/2006","6,048.80","6,084.40","6,108.90","6,043.90","","-0.59%"
"29/11/2006","6,084.40","6,025.90","6,098.60","6,025.90","","0.97%"
"28/11/2006","6,025.90","6,050.10","6,062.80","6,011.80","","-0.40%"
"27/11/2006","6,050.10","6,122.10","6,129.50","6,050.10","","-1.18%"
"24/11/2006","6,122.10","6,140.00","6,140.00","6,068.10","","-0.29%"
"23/11/2006","6,140.00","6,160.30","6,181.70","6,115.10","","-0.33%"
"22/11/2006","6,160.30","6,202.60","6,233.10","6,146.30","","-0.68%"
"21/11/2006","6,202.60","6,204.50","6,228.40","6,199.70","","-0.03%"
"20/11/2006","6,204.50","6,192.00","6,218.90","6,148.30","","0.20%"
"17/11/2006","6,192.00","6,254.90","6,254.90","6,178.90","","-1.01%"
"16/11/2006","6,254.90","6,229.80","6,256.80","6,212.10","","0.40%"
"15/11/2006","6,229.80","6,186.60","6,229.80","6,186.60","","0.70%"
"14/11/2006","6,186.60","6,194.20","6,223.90","6,167.30","","-0.12%"
"13/11/2006","6,194.20","6,208.40","6,239.80","6,171.90","","-0.23%"
"10/11/2006","6,208.40","6,231.50","6,233.10","6,198.60","","-0.37%"
"09/11/2006","6,231.50","6,239.00","6,250.40","6,205.10","","-0.12%"
"08/11/2006","6,239.00","6,244.00","6,244.00","6,205.70","","-0.08%"
"07/11/2006","6,244.00","6,224.50","6,244.50","6,219.70","","0.31%"
"06/11/2006","6,224.50","6,148.10","6,224.50","6,146.50","","1.24%"
"03/11/2006","6,148.10","6,149.30","6,177.30","6,134.00","","-0.02%"
"02/11/2006","6,149.30","6,149.60","6,172.00","6,112.90","","0.00%"
"01/11/2006","6,149.60","6,129.20","6,180.70","6,129.20","","0.33%"
"31/10/2006","6,129.20","6,126.80","6,149.90","6,110.90","","0.04%"
"30/10/2006","6,126.80","6,160.90","6,160.90","6,112.90","","-0.55%"
"27/10/2006","6,160.90","6,184.80","6,206.00","6,132.70","","-0.39%"
"26/10/2006","6,184.80","6,214.60","6,244.60","6,179.70","","-0.48%"
"25/10/2006","6,214.60","6,182.50","6,216.10","6,178.80","","0.52%"
"24/10/2006","6,182.50","6,166.10","6,186.90","6,161.30","","0.27%"
"23/10/2006","6,166.10","6,155.20","6,181.10","6,129.10","","0.18%"
"20/10/2006","6,155.20","6,156.00","6,199.80","6,134.30","","-0.01%"
"19/10/2006","6,156.00","6,150.40","6,183.50","6,113.10","","0.09%"
"18/10/2006","6,150.40","6,108.60","6,166.80","6,108.60","","0.68%"
"17/10/2006","6,108.60","6,172.40","6,174.70","6,105.80","","-1.03%"
"16/10/2006","6,172.40","6,157.30","6,184.30","6,149.30","","0.25%"
"13/10/2006","6,157.30","6,121.30","6,170.50","6,105.30","","0.59%"
"12/10/2006","6,121.30","6,073.50","6,121.70","6,069.00","","0.79%"
"11/10/2006","6,073.50","6,072.70","6,081.90","6,044.70","","0.01%"
"10/10/2006","6,072.70","6,030.90","6,076.30","6,030.20","","0.69%"
"09/10/2006","6,030.90","6,001.20","6,044.50","5,994.80","","0.49%"
"06/10/2006","6,001.20","6,004.50","6,014.30","5,978.10","","-0.05%"
"05/10/2006","6,004.50","5,966.50","6,016.70","5,966.50","","0.64%"
"04/10/2006","5,966.50","5,937.10","5,969.10","5,921.50","","0.50%"
"03/10/2006","5,937.10","5,957.80","5,957.80","5,897.30","","-0.35%"
"02/10/2006","5,957.80","5,960.80","5,985.50","5,950.90","","-0.05%"
"29/09/2006","5,960.80","5,971.30","6,002.90","5,950.10","","-0.18%"
"28/09/2006","5,971.30","5,930.10","5,978.80","5,930.10","","0.69%"
"27/09/2006","5,930.10","5,873.60","5,942.20","5,872.80","","0.96%"
"26/09/2006","5,873.60","5,798.30","5,879.20","5,798.30","","1.30%"
"25/09/2006","5,798.30","5,822.30","5,847.00","5,774.50","","-0.41%"
"22/09/2006","5,822.30","5,896.70","5,896.70","5,820.40","","-1.26%"
"21/09/2006","5,896.70","5,866.20","5,898.10","5,848.50","","0.52%"
"20/09/2006","5,866.20","5,831.80","5,880.80","5,820.90","","0.59%"
"19/09/2006","5,831.80","5,890.20","5,897.40","5,831.80","","-0.99%"
"18/09/2006","5,890.20","5,877.00","5,911.90","5,870.40","","0.22%"
"15/09/2006","5,877.00","5,877.20","5,899.20","5,864.80","","0.00%"
"14/09/2006","5,877.20","5,892.20","5,943.70","5,869.00","","-0.25%"
"13/09/2006","5,892.20","5,895.50","5,913.40","5,874.50","","-0.06%"
"12/09/2006","5,895.50","5,850.80","5,896.90","5,824.20","","0.76%"
"11/09/2006","5,850.80","5,879.30","5,879.30","5,820.00","","-0.48%"
"08/09/2006","5,879.30","5,858.10","5,899.00","5,858.10","","0.36%"
"07/09/2006","5,858.10","5,929.30","5,929.30","5,853.30","","-1.20%"
"06/09/2006","5,929.30","5,981.70","5,981.70","5,926.20","","-0.88%"
"05/09/2006","5,981.70","5,986.60","5,991.20","5,956.30","","-0.08%"
"04/09/2006","5,986.60","5,949.10","5,986.60","5,947.70","","0.63%"
"01/09/2006","5,949.10","5,906.10","5,967.70","5,906.10","","0.73%"
"31/08/2006","5,906.10","5,929.30","5,937.00","5,895.00","","-0.39%"
"30/08/2006","5,929.30","5,888.30","5,945.30","5,888.20","","0.70%"
"29/08/2006","5,888.30","5,878.60","5,921.30","5,878.60","","0.17%"
"25/08/2006","5,878.60","5,869.10","5,893.60","5,858.60","","0.16%"
"24/08/2006","5,869.10","5,860.00","5,892.30","5,832.50","","0.16%"
"23/08/2006","5,860.00","5,902.60","5,906.30","5,853.80","","-0.72%"
"22/08/2006","5,902.60","5,915.20","5,939.20","5,878.40","","-0.21%"
"21/08/2006","5,915.20","5,903.40","5,936.60","5,883.80","","0.20%"
"18/08/2006","5,903.40","5,900.40","5,932.50","5,900.20","","0.05%"
"17/08/2006","5,900.40","5,896.60","5,915.00","5,888.80","","0.06%"
"16/08/2006","5,896.60","5,897.90","5,902.80","5,848.70","","-0.02%"
"15/08/2006","5,897.90","5,870.90","5,903.20","5,845.00","","0.46%"
"14/08/2006","5,870.90","5,820.10","5,870.90","5,820.10","","0.87%"
"11/08/2006","5,820.10","5,823.40","5,848.20","5,797.00","","-0.06%"
"10/08/2006","5,823.40","5,860.50","5,860.50","5,752.60","","-0.63%"
"09/08/2006","5,860.50","5,818.10","5,865.90","5,778.20","","0.73%"
"08/08/2006","5,818.10","5,828.80","5,866.60","5,818.10","","-0.18%"
"07/08/2006","5,828.80","5,889.40","5,889.40","5,820.90","","-1.03%"
"04/08/2006","5,889.40","5,838.40","5,893.30","5,836.50","","0.87%"
"03/08/2006","5,838.40","5,932.10","5,940.70","5,827.10","","-1.58%"
"02/08/2006","5,932.10","5,880.80","5,932.10","5,880.80","","0.87%"
"01/08/2006","5,880.80","5,928.30","5,949.80","5,867.40","","-0.80%"
"31/07/2006","5,928.30","5,974.90","5,977.20","5,928.30","","-0.78%"
"28/07/2006","5,974.90","5,929.50","5,982.50","5,904.70","","0.77%"
"27/07/2006","5,929.50","5,877.10","5,936.80","5,877.10","","0.89%"
"26/07/2006","5,877.10","5,851.20","5,878.70","5,851.20","","0.44%"
"25/07/2006","5,851.20","5,833.90","5,872.80","5,825.80","","0.30%"
"24/07/2006","5,833.90","5,719.70","5,835.20","5,719.70","","2.00%"
"21/07/2006","5,719.70","5,770.90","5,770.90","5,700.70","","-0.89%"
"20/07/2006","5,770.90","5,778.00","5,819.70","5,756.40","","-0.12%"
"19/07/2006","5,778.00","5,681.70","5,785.30","5,680.80","","1.69%"
"18/07/2006","5,681.70","5,701.00","5,712.60","5,658.30","","-0.34%"
"17/07/2006","5,701.00","5,707.60","5,721.10","5,654.60","","-0.12%"
"14/07/2006","5,707.60","5,765.00","5,765.00","5,707.60","","-1.00%"
"13/07/2006","5,765.00","5,860.60","5,860.60","5,751.90","","-1.63%"
"12/07/2006","5,860.60","5,857.30","5,899.30","5,842.70","","0.06%"
"11/07/2006","5,857.30","5,896.90","5,896.90","5,844.00","","-0.67%"
"10/07/2006","5,896.90","5,888.90","5,901.00","5,856.50","","0.14%"
"07/07/2006","5,888.90","5,890.00","5,908.50","5,858.40","","-0.02%"
"06/07/2006","5,890.00","5,826.70","5,897.10","5,826.70","","1.09%"
"05/07/2006","5,826.70","5,883.50","5,883.50","5,815.70","","-0.97%"
"04/07/2006","5,883.50","5,884.40","5,884.50","5,848.30","","-0.02%"
"03/07/2006","5,884.40","5,833.40","5,884.40","5,833.40","","0.87%"
"30/06/2006","5,833.40","5,791.50","5,865.70","5,791.50","","0.72%"
"29/06/2006","5,791.50","5,678.60","5,791.70","5,678.60","","1.99%"
"28/06/2006","5,678.60","5,652.30","5,702.90","5,633.80","","0.47%"
"27/06/2006","5,652.30","5,681.20","5,729.80","5,650.00","","-0.51%"
"26/06/2006","5,681.20","5,692.10","5,716.50","5,677.50","","-0.19%"
"23/06/2006","5,692.10","5,684.10","5,716.70","5,667.80","","0.14%"
"22/06/2006","5,684.10","5,665.00","5,736.80","5,657.20","","0.34%"
"21/06/2006","5,665.00","5,658.20","5,673.50","5,610.80","","0.12%"
"20/06/2006","5,658.20","5,626.10","5,658.20","5,585.00","","0.57%"
"19/06/2006","5,626.10","5,597.40","5,665.70","5,597.40","","0.51%"
"16/06/2006","5,597.40","5,619.30","5,701.50","5,594.30","","-0.39%"
"15/06/2006","5,619.30","5,506.80","5,636.80","5,506.80","","2.04%"
"14/06/2006","5,506.80","5,519.60","5,544.40","5,475.60","","-0.23%"
"13/06/2006","5,519.60","5,620.90","5,620.90","5,467.40","","-1.80%"
"12/06/2006","5,620.90","5,655.20","5,666.30","5,612.30","","-0.61%"
"09/06/2006","5,655.20","5,562.90","5,673.60","5,562.90","","1.66%"
"08/06/2006","5,562.90","5,706.30","5,706.30","5,562.90","","-2.51%"
"07/06/2006","5,706.30","5,669.80","5,720.60","5,638.50","","0.64%"
"06/06/2006","5,669.80","5,762.10","5,762.10","5,656.60","","-1.60%"
"05/06/2006","5,762.10","5,764.60","5,789.80","5,738.90","","-0.04%"
"02/06/2006","5,764.60","5,749.70","5,802.90","5,745.70","","0.26%"
"01/06/2006","5,749.70","5,723.80","5,754.80","5,680.60","","0.45%"
"31/05/2006","5,723.80","5,652.00","5,743.80","5,591.50","","1.27%"
"30/05/2006","5,652.00","5,791.00","5,793.60","5,643.30","","-2.40%"
"26/05/2006","5,791.00","5,677.70","5,791.00","5,677.70","","2.00%"
"25/05/2006","5,677.70","5,587.10","5,677.70","5,562.00","","1.62%"
"24/05/2006","5,587.10","5,678.70","5,678.70","5,563.50","","-1.61%"
"23/05/2006","5,678.70","5,532.70","5,705.90","5,532.70","","2.64%"
"22/05/2006","5,532.70","5,657.40","5,657.40","5,510.50","","-2.20%"
"19/05/2006","5,657.40","5,671.60","5,715.00","5,645.40","","-0.25%"
"18/05/2006","5,671.60","5,675.50","5,719.70","5,618.70","","-0.07%"
"17/05/2006","5,675.50","5,846.20","5,871.60","5,675.50","","-2.92%"
"16/05/2006","5,846.20","5,841.30","5,883.20","5,807.10","","0.08%"
"15/05/2006","5,841.30","5,912.10","5,912.10","5,755.40","","-1.20%"
"12/05/2006","5,912.10","6,042.00","6,042.00","5,912.10","","-2.15%"
"11/05/2006","6,042.00","6,083.40","6,114.50","6,039.90","","-0.68%"
"10/05/2006","6,083.40","6,105.60","6,110.00","6,079.60","","-0.36%"
"09/05/2006","6,105.60","6,067.10","6,109.70","6,054.60","","0.63%"
"08/05/2006","6,067.10","6,091.70","6,133.50","6,058.80","","-0.40%"
"05/05/2006","6,091.70","6,036.90","6,093.10","6,033.90","","0.91%"
"04/05/2006","6,036.90","6,010.00","6,045.80","6,001.10","","0.45%"
"03/05/2006","6,010.00","6,082.10","6,100.00","6,008.70","","-1.19%"
"02/05/2006","6,082.10","6,023.10","6,090.70","6,022.30","","0.98%"
"28/04/2006","6,023.10","6,060.00","6,060.00","6,023.10","","-0.61%"
"27/04/2006","6,060.00","6,104.30","6,104.60","6,026.20","","-0.73%"
"26/04/2006","6,104.30","6,086.60","6,126.50","6,086.60","","0.29%"
"25/04/2006","6,086.60","6,098.70","6,128.80","6,084.60","","-0.20%"
"24/04/2006","6,098.70","6,132.70","6,136.50","6,098.70","","-0.55%"
"21/04/2006","6,132.70","6,081.40","6,137.10","6,077.90","","0.84%"
"20/04/2006","6,081.40","6,089.80","6,113.40","6,074.20","","-0.14%"
"19/04/2006","6,089.80","6,044.10","6,100.60","6,044.10","","0.76%"
"18/04/2006","6,044.10","6,029.40","6,056.10","6,026.10","","0.24%"
"13/04/2006","6,029.40","6,000.80","6,033.70","5,987.20","","0.48%"
"12/04/2006","6,000.80","6,016.50","6,020.00","5,974.50","","-0.26%"
"11/04/2006","6,016.50","6,067.00","6,092.50","6,012.90","","-0.83%"
"10/04/2006","6,067.00","6,026.10","6,067.00","6,024.30","","0.68%"
"07/04/2006","6,026.10","6,045.70","6,074.20","6,020.60","","-0.32%"
"06/04/2006","6,045.70","6,044.10","6,073.30","6,037.60","","0.03%"
"05/04/2006","6,044.10","6,004.70","6,047.50","5,983.50","","0.66%"
"04/04/2006","6,004.70","6,024.30","6,024.30","5,984.30","","-0.33%"
"03/04/2006","6,024.30","5,964.60","6,033.50","5,964.60","","1.00%"
"31/03/2006","5,964.60","6,015.20","6,019.20","5,961.40","","-0.84%"
"30/03/2006","6,015.20","5,959.20","6,036.00","5,959.20","","0.94%"
"29/03/2006","5,959.20","5,935.70","5,979.70","5,927.20","","0.40%"
"28/03/2006","5,935.70","5,972.20","6,004.30","5,929.70","","-0.61%"
"27/03/2006","5,972.20","6,036.30","6,047.00","5,971.40","","-1.06%"
"24/03/2006","6,036.30","5,990.10","6,037.90","5,990.10","","0.77%"
"23/03/2006","5,990.10","6,007.50","6,029.40","5,974.80","","-0.29%"
"22/03/2006","6,007.50","5,991.30","6,012.60","5,957.80","","0.27%"
"21/03/2006","5,991.30","5,991.70","5,992.90","5,956.70","","-0.01%"
"20/03/2006","5,991.70","5,999.40","6,039.10","5,986.90","","-0.13%"
"17/03/2006","5,999.40","5,993.20","6,044.00","5,992.80","","0.10%"
"16/03/2006","5,993.20","5,965.10","5,995.20","5,951.00","","0.47%"
"15/03/2006","5,965.10","5,950.60","5,980.50","5,950.60","","0.24%"
"14/03/2006","5,950.60","5,952.80","5,978.60","5,940.70","","-0.04%"
"13/03/2006","5,952.80","5,907.90","5,959.90","5,907.90","","0.76%"
"10/03/2006","5,907.90","5,855.90","5,909.10","5,838.20","","0.89%"
"09/03/2006","5,855.90","5,812.90","5,857.10","5,812.90","","0.74%"
"08/03/2006","5,812.90","5,857.40","5,857.60","5,790.90","","-0.76%"
"07/03/2006","5,857.40","5,897.80","5,897.80","5,830.70","","-0.68%"
"06/03/2006","5,897.80","5,858.70","5,924.50","5,858.70","","0.67%"
"03/03/2006","5,858.70","5,833.00","5,864.00","5,803.80","","0.44%"
"02/03/2006","5,833.00","5,844.10","5,880.00","5,803.70","","-0.19%"
"01/03/2006","5,844.10","5,791.50","5,844.10","5,783.90","","0.91%"
"28/02/2006","5,791.50","5,875.90","5,877.40","5,788.70","","-1.44%"
"27/02/2006","5,875.90","5,860.50","5,893.30","5,860.50","","0.26%"
"24/02/2006","5,860.50","5,836.00","5,864.00","5,836.00","","0.42%"
"23/02/2006","5,836.00","5,872.40","5,878.80","5,829.40","","-0.62%"
"22/02/2006","5,872.40","5,857.70","5,877.60","5,836.80","","0.25%"
"21/02/2006","5,857.70","5,863.00","5,888.00","5,856.90","","-0.09%"
"20/02/2006","5,863.00","5,846.20","5,866.70","5,839.40","","0.29%"
"17/02/2006","5,846.20","5,828.90","5,863.30","5,822.40","","0.30%"
"16/02/2006","5,828.90","5,791.50","5,828.90","5,791.50","","0.65%"
"15/02/2006","5,791.50","5,792.30","5,814.50","5,780.90","","-0.01%"
"14/02/2006","5,792.30","5,793.50","5,828.60","5,773.70","","-0.02%"
"13/02/2006","5,793.50","5,764.10","5,793.50","5,760.30","","0.51%"
"10/02/2006","5,764.10","5,808.70","5,808.70","5,764.10","","-0.77%"
"09/02/2006","5,808.70","5,725.10","5,808.90","5,725.10","","1.46%"
"08/02/2006","5,725.10","5,746.80","5,746.80","5,681.90","","-0.38%"
"07/02/2006","5,746.80","5,772.40","5,781.30","5,734.70","","-0.44%"
"06/02/2006","5,772.40","5,759.30","5,790.40","5,759.30","","0.23%"
"03/02/2006","5,759.30","5,747.30","5,766.70","5,728.20","","0.21%"
"02/02/2006","5,747.30","5,801.60","5,811.80","5,743.00","","-0.94%"
"01/02/2006","5,801.60","5,760.30","5,816.00","5,746.20","","0.72%"
"31/01/2006","5,760.30","5,779.80","5,792.50","5,760.30","","-0.34%"
"30/01/2006","5,779.80","5,786.80","5,796.10","5,772.70","","-0.12%"
"27/01/2006","5,786.80","5,722.60","5,788.20","5,722.60","","1.12%"
"26/01/2006","5,722.60","5,704.40","5,744.00","5,698.50","","0.32%"
"25/01/2006","5,704.40","5,633.80","5,704.40","5,633.80","","1.25%"
"24/01/2006","5,633.80","5,660.90","5,679.00","5,630.40","","-0.48%"
"23/01/2006","5,660.90","5,672.40","5,672.40","5,625.00","","-0.20%"
"20/01/2006","5,672.40","5,693.20","5,729.80","5,666.50","","-0.37%"
"19/01/2006","5,693.20","5,663.70","5,710.00","5,663.70","","0.52%"
"18/01/2006","5,663.70","5,699.00","5,699.00","5,634.80","","-0.62%"
"17/01/2006","5,699.00","5,740.20","5,740.20","5,693.10","","-0.72%"
"16/01/2006","5,740.20","5,711.00","5,740.20","5,707.20","","0.51%"
"13/01/2006","5,711.00","5,735.10","5,735.10","5,690.90","","-0.42%"
"12/01/2006","5,735.10","5,731.50","5,744.60","5,724.90","","0.06%"
"11/01/2006","5,731.50","5,688.80","5,731.50","5,688.80","","0.75%"
"10/01/2006","5,688.80","5,731.50","5,731.50","5,686.10","","-0.75%"
"09/01/2006","5,731.50","5,731.80","5,750.30","5,725.90","","-0.01%"
"06/01/2006","5,731.80","5,691.20","5,731.80","5,691.20","","0.71%"
"05/01/2006","5,691.20","5,714.60","5,722.40","5,686.40","","-0.41%"
"04/01/2006","5,714.60","5,681.50","5,716.40","5,681.50","","0.58%"
